date,temperature_2m_max,temperature_2m_min,sunrise,sunset,daylight_duration,sunshine_duration,uv_index_max,uv_index_clear_sky_max,precipitation_probability_max,month
2024-03-01 00:00:00+00:00,29.1335,11.5835,0,0,42305.09,37536.004,8.5,8.5,0.0,3
2024-03-02 00:00:00+00:00,29.283499,12.9835005,0,0,42375.53,36262.055,8.55,8.55,0.0,3
2024-03-03 00:00:00+00:00,28.8835,12.7335005,0,0,42446.19,39034.527,8.6,8.6,0.0,3
2024-03-04 00:00:00+00:00,28.183498,12.4835005,0,0,42517.02,39925.91,8.65,8.65,0.0,3
2024-03-05 00:00:00+00:00,29.033499,10.7835,0,0,42587.96,39999.355,8.1,8.65,0.0,3
2024-03-06 00:00:00+00:00,29.4835,10.7835,0,0,42658.97,40072.71,8.65,8.7,0.0,3
2024-03-07 00:00:00+00:00,28.9835,11.3335,0,0,42729.984,40145.914,8.7,8.75,0.0,3
2024-03-08 00:00:00+00:00,28.7335,11.5335,0,0,42800.96,40218.93,8.5,8.75,0.0,3
2024-03-09 00:00:00+00:00,30.8335,12.0835,0,0,42871.844,40094.734,8.45,8.8,0.0,3
2024-03-10 00:00:00+00:00,31.0835,13.0335,0,0,42942.574,40364.125,8.8,8.85,0.0,3
2024-03-11 00:00:00+00:00,31.3335,12.9835005,0,0,43013.113,40436.21,8.8,8.85,0.0,3
2024-03-12 00:00:00+00:00,30.2335,15.2335005,0,0,43083.402,40507.883,8.9,8.9,0.0,3
2024-03-13 00:00:00+00:00,29.9835,14.1335,0,0,43153.484,39479.188,8.9,8.95,0.0,3
2024-03-14 00:00:00+00:00,30.8835,13.7835,0,0,43223.875,40651.02,8.7,8.95,0.0,3
2024-03-15 00:00:00+00:00,30.6335,14.4835005,0,0,43294.625,37735.656,8.7,8.95,0.0,3
2024-03-16 00:00:00+00:00,31.933498,13.6835,0,0,43365.68,40795.027,9.0,9.0,0.0,3
2024-03-17 00:00:00+00:00,31.0835,14.3335,0,0,43437.0,40867.22,9.0,9.0,0.0,3
2024-03-18 00:00:00+00:00,31.8835,13.7835,0,0,43508.535,40939.453,9.1,9.1,0.0,3
2024-03-19 00:00:00+00:00,32.0835,17.783499,0,0,43580.234,40762.715,9.05,9.2,0.0,3
2024-03-20 00:00:00+00:00,32.3335,17.533499,0,0,43652.06,38585.36,9.05,9.2,0.0,3
2024-03-21 00:00:00+00:00,30.3835,16.283499,0,0,43723.957,40228.453,9.15,9.15,0.0,3
2024-03-22 00:00:00+00:00,31.6335,12.1835,0,0,43795.883,41227.984,9.15,9.15,0.0,3
2024-03-23 00:00:00+00:00,32.1835,11.7335005,0,0,43867.793,41299.77,9.2,9.2,0.0,3
2024-03-24 00:00:00+00:00,30.1335,10.5835,0,0,43939.637,41371.336,9.25,9.25,0.0,3
2024-03-25 00:00:00+00:00,28.783499,12.1335,0,0,44011.367,41442.62,9.25,9.25,0.0,3
2024-03-26 00:00:00+00:00,29.3835,10.3835,0,0,44082.94,41513.59,9.2,9.2,0.0,3
2024-03-27 00:00:00+00:00,31.533499,10.7335005,0,0,44154.305,41584.184,9.2,9.2,0.0,3
2024-03-28 00:00:00+00:00,30.3335,15.0335,0,0,44225.414,41654.367,9.25,9.25,0.0,3
2024-03-29 00:00:00+00:00,32.0335,14.3335,0,0,44296.22,41724.1,9.35,9.35,0.0,3
2024-03-30 00:00:00+00:00,31.7335,13.3335,0,0,44366.676,41793.32,9.4,9.4,0.0,3
2024-03-31 00:00:00+00:00,32.5335,13.8835,0,0,44436.727,41861.99,9.4,9.4,0.0,3
